UserID,CHANNEL2,VIEW_DATE,VIEW_TIME,VIEW_DAYNAME,DAY_BUCKET,DURATION_2,NAME,SURNAME,EMAIL,GENDER,RACE,AGE_CATEGORY,PROVINCE
808921,Channel O,2016-03-06,15:58:00.000,Sun,WEEKEND,00:00:48.000,Filiberto ,Pilot,Filiberto 44@abcmail.com,male,black,Young Adult,Mpumalanga
831683,CNN,2016-02-25,19:48:00.000,Thu,WEEKDAY,00:00:42.000,Len ,Paradis,Len 443@mail.com,male,indian_asian,Adult,Kwazulu Natal
831683,Africa Magic,2016-02-25,15:59:00.000,Thu,WEEKDAY,00:00:00.000,Len ,Paradis,Len 443@mail.com,male,indian_asian,Adult,Kwazulu Natal
831683,ICC Cricket World Cup 2011,2016-03-04,07:21:00.000,Fri,WEEKDAY,00:00:00.000,Len ,Paradis,Len 443@mail.com,male,indian_asian,Adult,Kwazulu Natal
761775,Cartoon Network,2016-02-04,14:12:00.000,Thu,WEEKDAY,00:02:15.000,Stacy ,Mcculloch,Stacy 271@yahoo.com,male,None,Young Adult,Gauteng
761775,SuperSport Blitz,2016-01-25,15:59:00.000,Mon,WEEKDAY,00:01:14.000,Stacy ,Mcculloch,Stacy 271@yahoo.com,male,None,Young Adult,Gauteng
866131,Boomerang,2016-03-07,17:16:00.000,Mon,WEEKDAY,00:00:03.000,Len ,Gettys,Len 445@mailxyz.com,male,black,Adult,Western Cape
904019,Africa Magic,2016-03-29,16:03:00.000,Tue,WEEKDAY,00:14:58.000,Cordie ,Singer,Cordie 345@mailxyz.com,female,black,Young Adult,Gauteng
939575,Africa Magic,2016-03-10,21:30:00.000,Thu,WEEKDAY,00:01:22.000,Samuel ,Sieren,Samuel 261@yahoo.com,male,black,Young Adult,Gauteng
808923,SuperSport Blitz,2016-02-21,18:03:00.000,Sun,WEEKEND,00:01:12.000,Art ,Nicholls,Art 405@mailxyz.com,male,other,Young Adult,Eastern Cape
808923,Trace TV,2016-02-17,18:45:00.000,Wed,WEEKDAY,00:13:21.000,Art ,Nicholls,Art 405@mailxyz.com,male,other,Young Adult,Eastern Cape
933014,Boomerang,2016-03-31,23:24:00.000,Thu,WEEKDAY,00:00:00.000,Bernardo ,Marek,Bernardo 324@abcmail.com,male,black,Children,Limpopo
892461,SawSee,2016-03-12,08:24:00.000,Sat,WEEKEND,00:01:18.000,Bernardo ,Paradis,Bernardo 323@mail.com,male,indian_asian,Young Adult,Kwazulu Natal
892461,SawSee,2016-03-09,03:54:00.000,Wed,WEEKDAY,00:00:00.000,Bernardo ,Paradis,Bernardo 323@mail.com,male,indian_asian,Young Adult,Kwazulu Natal
2255463,Boomerang,2016-03-31,13:17:00.000,Thu,WEEKDAY,00:00:54.000,Filiberto ,Curran,Filiberto 41@yahoo.com,male,black,Adult,Gauteng
808926,Supersport Live Events,2016-02-19,07:20:00.000,Fri,WEEKDAY,01:29:08.000,Bret ,Mccollum,Bret 313@mail.com,male,coloured,Young Adult,Western Cape
808926,Channel O,2016-02-21,06:27:00.000,Sun,WEEKEND,00:01:48.000,Bret ,Mccollum,Bret 313@mail.com,male,coloured,Young Adult,Western Cape
808926,Trace TV,2016-02-02,10:17:00.000,Tue,WEEKDAY,00:01:06.000,Bret ,Mccollum,Bret 313@mail.com,male,coloured,Young Adult,Western Cape
808926,Supersport Live Events,2016-02-25,06:38:00.000,Thu,WEEKDAY,00:03:14.000,Bret ,Mccollum,Bret 313@mail.com,male,coloured,Young Adult,Western Cape
808926,Cartoon Network,2016-02-18,12:00:00.000,Thu,WEEKDAY,00:21:11.000,Bret ,Mccollum,Bret 313@mail.com,male,coloured,Young Adult,Western Cape
771783,Trace TV,2016-02-01,12:51:00.000,Mon,WEEKDAY,00:04:45.000,Len ,Pascarella,Len 442@gmail.com,male,indian_asian,Young Adult,Gauteng
771783,SawSee,2016-01-30,21:43:00.000,Sat,WEEKEND,00:00:13.000,Len ,Pascarella,Len 442@gmail.com,male,indian_asian,Young Adult,Gauteng
2368357,SuperSport Blitz,2016-03-02,12:32:00.000,Wed,WEEKDAY,00:03:52.000,Kip ,Curran,Kip 141@yahoo.com,male,black,Adult,Gauteng
2368357,Supersport Live Events,2016-03-08,10:46:00.000,Tue,WEEKDAY,00:00:56.000,Kip ,Curran,Kip 141@yahoo.com,male,black,Adult,Gauteng
2368357,Cartoon Network,2016-03-08,15:28:00.000,Tue,WEEKDAY,00:00:00.000,Kip ,Curran,Kip 141@yahoo.com,male,black,Adult,Gauteng
2368357,Trace TV,2016-03-08,15:28:00.000,Tue,WEEKDAY,00:00:00.000,Kip ,Curran,Kip 141@yahoo.com,male,black,Adult,Gauteng
788616,SuperSport Blitz,2016-01-27,12:03:00.000,Wed,WEEKDAY,00:00:06.000,Winona ,Wigfall,Winona 482@gmail.com,female,black,Adult,Gauteng
771785,ICC Cricket World Cup 2011,2016-02-28,16:53:00.000,Sun,WEEKEND,00:00:46.000,Kip ,Martello,Kip 141@yahoo.com,male,black,Adult,Gauteng
630977,Trace TV,2016-01-16,09:52:00.000,Sat,WEEKEND,00:00:15.000,Stacy ,Wigfall,Stacy 274@abcmail.com,male,coloured,Young Adult,Gauteng
808928,Channel O,2016-02-13,19:35:00.000,Sat,WEEKEND,00:05:30.000,Hugh,Borelli,Hugh13@mail.com,male,black,Young Adult,Gauteng
808928,ICC Cricket World Cup 2011,2016-03-01,12:15:00.000,Tue,WEEKDAY,00:00:00.000,Hugh,Borelli,Hugh13@mail.com,male,black,Young Adult,Gauteng
831694,Africa Magic,2016-03-01,22:07:00.000,Tue,WEEKDAY,00:00:02.000,Filiberto ,Tancredi,Filiberto 41@yahoo.com,male,None,Young Adult,Limpopo
808929,Africa Magic,2016-01-11,18:18:00.000,Mon,WEEKDAY,00:00:57.000,Winona ,Wigfall,Winona 141@yahoo.com,female,black,Young Adult,Eastern Cape
808929,Cartoon Network,2016-01-24,18:35:00.000,Sun,WEEKEND,01:32:32.000,Winona ,Wigfall,Winona 141@yahoo.com,female,black,Young Adult,Eastern Cape
892465,Cartoon Network,2016-03-13,18:39:00.000,Sun,WEEKEND,00:02:31.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
892465,Channel O,2016-03-14,10:38:00.000,Mon,WEEKDAY,00:00:36.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
892465,CNN,2016-03-18,14:04:00.000,Fri,WEEKDAY,00:00:37.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
892465,Vuzu,2016-03-19,07:23:00.000,Sat,WEEKEND,00:00:20.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
892465,Africa Magic,2016-03-31,10:45:00.000,Thu,WEEKDAY,00:00:08.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
892465,Africa Magic,2016-03-30,14:13:00.000,Wed,WEEKDAY,00:00:26.000,Bret ,Luthy,Bret 314@abcmail.com,male,black,Adult,Gauteng
820335,ICC Cricket World Cup 2011,2016-03-08,09:19:00.000,Tue,WEEKDAY,00:22:56.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
820335,Cartoon Network,2016-03-19,05:10:00.000,Sat,WEEKEND,00:00:06.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
820335,ICC Cricket World Cup 2011,2016-03-12,09:38:00.000,Sat,WEEKEND,00:00:38.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
820335,ICC Cricket World Cup 2011,2016-03-12,09:48:00.000,Sat,WEEKEND,00:01:52.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
820335,ICC Cricket World Cup 2011,2016-03-09,13:14:00.000,Wed,WEEKDAY,00:27:16.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
820335,ICC Cricket World Cup 2011,2016-03-26,12:44:00.000,Sat,WEEKEND,00:04:22.000,Shane ,Roquemore,Shane 22@gmail.com,male,indian_asian,Children,Gauteng
830836,Boomerang,2016-03-02,11:07:00.000,Wed,WEEKDAY,00:00:07.000,Yong ,Holt,Yong 485@mailxyz.com,male,None,Young Adult,Free State
770963,Supersport Live Events,2016-03-24,09:45:00.000,Thu,WEEKDAY,00:23:04.000,None,None,Roxane 52@gmail.com,None,None,Children,None
770963,ICC Cricket World Cup 2011,2016-02-25,09:28:00.000,Thu,WEEKDAY,00:06:10.000,None,None,Roxane 52@gmail.com,None,None,Children,None
904035,E! Entertainment,2016-03-29,19:34:00.000,Tue,WEEKDAY,00:05:42.000,Jacinto ,Hier,Jacinto 252@gmail.com,male,black,Young Adult,Gauteng
868888,ICC Cricket World Cup 2011,2016-03-30,11:55:00.000,Wed,WEEKDAY,00:06:54.000,Donald ,Mccown,Donald 223@mail.com,male,indian_asian,Young Adult,Gauteng
808930,Supersport Live Events,2016-02-22,08:29:00.000,Mon,WEEKDAY,00:01:28.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-03-02,09:38:00.000,Wed,WEEKDAY,00:04:30.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-03-11,08:40:00.000,Fri,WEEKDAY,00:00:00.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-02-24,11:23:00.000,Wed,WEEKDAY,00:03:56.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-02-24,08:33:00.000,Wed,WEEKDAY,00:03:44.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,Supersport Live Events,2016-02-27,17:11:00.000,Sat,WEEKEND,00:00:28.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-02-23,15:26:00.000,Tue,WEEKDAY,00:00:08.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
808930,ICC Cricket World Cup 2011,2016-03-30,12:19:00.000,Wed,WEEKDAY,00:23:08.000,Claud ,Marek,Claud 345@mailxyz.com,male,indian_asian,Young Adult,Limpopo
879414,CNN,2016-03-31,21:19:00.000,Thu,WEEKDAY,00:00:52.000,Loyd ,Caves,Loyd 495@mailxyz.com,male,coloured,Young Adult,Western Cape
771791,Channel O,2016-03-14,11:51:00.000,Mon,WEEKDAY,00:02:54.000,Shane ,Luthy,Shane 24@abcmail.com,male,black,Young Adult,Gauteng
771791,M-Net,2016-03-06,05:02:00.000,Sun,WEEKEND,00:01:43.000,Shane ,Luthy,Shane 24@abcmail.com,male,black,Young Adult,Gauteng
819259,Supersport Live Events,2016-02-26,15:53:00.000,Fri,WEEKDAY,00:01:44.000,Dia ,Arrieta,Dia 475@mailxyz.com,female,white,Children,Western Cape
2285528,ICC Cricket World Cup 2011,2016-03-15,10:20:00.000,Tue,WEEKDAY,00:53:50.000,Filiberto ,Crotty,Filiberto 44@abcmail.com,male,None,Young Adult,Western Cape
868892,Trace TV,2016-03-12,14:47:00.000,Sat,WEEKEND,00:05:54.000,Raymundo ,Creager,Raymundo 432@gmail.com,male,black,Young Adult,Gauteng
808971,Boomerang,2016-02-08,10:45:00.000,Mon,WEEKDAY,00:00:14.000,Jacinto ,Mccollum,Jacinto 254@abcmail.com,male,black,Adult,Gauteng
868892,Channel O,2016-03-10,10:50:00.000,Thu,WEEKDAY,00:01:42.000,Raymundo ,Creager,Raymundo 432@gmail.com,male,black,Young Adult,Gauteng
866251,Boomerang,2016-03-10,19:13:00.000,Thu,WEEKDAY,00:04:31.000,Filiberto ,Mina,Filiberto 41@yahoo.com,male,black,Young Adult,Gauteng
779369,CNN,2016-02-11,19:35:00.000,Thu,WEEKDAY,00:20:39.000,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,Adult,Gauteng
779369,E! Entertainment,2016-01-20,05:20:00.000,Wed,WEEKDAY,00:06:16.000,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,Adult,Gauteng
779369,CNN,2016-01-18,13:06:00.000,Mon,WEEKDAY,00:13:19.000,Dee ,Mastrangelo,Dee 211@yahoo.com,male,black,Adult,Gauteng
1281997,Cartoon Network,2016-02-20,16:51:00.000,Sat,WEEKEND,00:00:35.000,Carlota ,Tancredi,Carlota 273@mail.com,female,coloured,Children,Free State
615057,Channel O,2016-01-10,07:34:00.000,Sun,WEEKEND,00:14:12.000,Anette ,Leicht,Anette 341@yahoo.com,female,black,Young Adult,Limpopo
786055,Channel O,2016-01-19,18:42:00.000,Tue,WEEKDAY,00:01:03.000,Williemae ,Holt,Williemae 484@abcmail.com,female,white,Young Adult,Gauteng
786055,DStv Events 1,2016-01-18,17:49:00.000,Mon,WEEKDAY,00:02:25.000,Williemae ,Holt,Williemae 484@abcmail.com,female,white,Young Adult,Gauteng
850656,Africa Magic,2016-03-05,21:12:00.000,Sat,WEEKEND,00:00:17.000,Carter ,Hoadley,Carter 33@mail.com,male,black,Young Adult,Mpumalanga
850656,Channel O,2016-03-06,05:25:00.000,Sun,WEEKEND,00:00:00.000,Carter ,Hoadley,Carter 33@mail.com,male,black,Young Adult,Mpumalanga
850656,Africa Magic,2016-03-06,07:09:00.000,Sun,WEEKEND,00:00:00.000,Carter ,Hoadley,Carter 33@mail.com,male,black,Young Adult,Mpumalanga
2368365,ICC Cricket World Cup 2011,2016-03-30,11:17:00.000,Wed,WEEKDAY,00:38:12.000,Loyd ,Pascarella,Loyd 494@abcmail.com,male,coloured,Young Adult,Limpopo
764296,E! Entertainment,2016-02-04,08:42:00.000,Thu,WEEKDAY,00:02:26.000,Royal ,Pascarella,Royal 175@mailxyz.com,male,coloured,Young Adult,Western Cape
764296,Trace TV,2016-02-01,20:10:00.000,Mon,WEEKDAY,00:00:00.000,Royal ,Pascarella,Royal 175@mailxyz.com,male,coloured,Young Adult,Western Cape
779373,CNN,2016-02-28,05:58:00.000,Sun,WEEKEND,00:06:27.000,Loyd ,Beville,Loyd 492@gmail.com,male,black,Adult,Limpopo
771793,Supersport Live Events,2016-01-05,21:33:00.000,Tue,WEEKDAY,00:04:56.000,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,Adult,Western Cape
771793,Supersport Live Events,2016-01-10,04:43:00.000,Sun,WEEKEND,00:00:00.000,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,Adult,Western Cape
771793,Trace TV,2016-02-18,20:23:00.000,Thu,WEEKDAY,00:00:42.000,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,Adult,Western Cape
771793,Trace TV,2016-02-12,00:38:00.000,Fri,WEEKDAY,00:02:33.000,Anette ,Leicht,Anette 143@mail.com,female,indian_asian,Adult,Western Cape
1106084,Channel O,2016-03-22,18:50:00.000,Tue,WEEKDAY,00:11:39.000,Hyman ,Mosser,Hyman 82@gmail.com,male,black,Adult,Gauteng
1106084,Supersport Live Events,2016-03-05,17:30:00.000,Sat,WEEKEND,00:00:54.000,Hyman ,Mosser,Hyman 82@gmail.com,male,black,Adult,Gauteng
1106084,ICC Cricket World Cup 2011,2016-03-06,09:20:00.000,Sun,WEEKEND,00:11:24.000,Hyman ,Mosser,Hyman 82@gmail.com,male,black,Adult,Gauteng
1106084,Trace TV,2016-03-09,04:54:00.000,Wed,WEEKDAY,00:03:24.000,Hyman ,Mosser,Hyman 82@gmail.com,male,black,Adult,Gauteng
1106084,Channel O,2016-03-09,18:00:00.000,Wed,WEEKDAY,00:04:39.000,Hyman ,Mosser,Hyman 82@gmail.com,male,black,Adult,Gauteng
868895,Trace TV,2016-03-14,23:35:00.000,Mon,WEEKDAY,00:13:48.000,Kip ,Paradis,Kip 144@abcmail.com,male,coloured,Young Adult,Western Cape
868895,ICC Cricket World Cup 2011,2016-03-12,12:18:00.000,Sat,WEEKEND,00:38:02.000,Kip ,Paradis,Kip 144@abcmail.com,male,coloured,Young Adult,Western Cape
868895,Trace TV,2016-03-12,12:19:00.000,Sat,WEEKEND,00:01:09.000,Kip ,Paradis,Kip 144@abcmail.com,male,coloured,Young Adult,Western Cape
868895,ICC Cricket World Cup 2011,2016-03-16,00:02:00.000,Wed,WEEKDAY,00:02:00.000,Kip ,Paradis,Kip 144@abcmail.com,male,coloured,Young Adult,Western Cape
868895,Channel O,2016-03-16,00:14:00.000,Wed,WEEKDAY,00:03:18.000,Kip ,Paradis,Kip 144@abcmail.com,male,coloured,Young Adult,Western Cape
808934,Supersport Live Events,2016-03-24,12:17:00.000,Thu,WEEKDAY,00:12:40.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Boomerang,2016-03-11,16:58:00.000,Fri,WEEKDAY,00:05:30.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Supersport Live Events,2016-02-06,06:56:00.000,Sat,WEEKEND,00:00:00.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Trace TV,2016-02-06,10:38:00.000,Sat,WEEKEND,00:04:03.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Supersport Live Events,2016-02-06,19:55:00.000,Sat,WEEKEND,00:03:38.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Trace TV,2016-03-06,12:38:00.000,Sun,WEEKEND,00:04:57.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,SuperSport Blitz,2016-02-12,17:16:00.000,Fri,WEEKDAY,00:02:42.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Supersport Live Events,2016-03-06,13:58:00.000,Sun,WEEKEND,00:01:02.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Supersport Live Events,2016-03-06,14:00:00.000,Sun,WEEKEND,00:01:38.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
808934,Supersport Live Events,2016-03-27,16:07:00.000,Sun,WEEKEND,00:01:30.000,Claud ,Woolard,Claud 344@abcmail.com,male,indian_asian,Adult,Kwazulu Natal
939592,Supersport Live Events,2016-03-27,14:51:00.000,Sun,WEEKEND,00:17:32.000,Brendan ,Mccown,Brendan 455@mailxyz.com,male,coloured,Young Adult,Western Cape
771796,SuperSport Blitz,2016-02-05,15:17:00.000,Fri,WEEKDAY,00:27:14.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
771796,Supersport Live Events,2016-03-24,10:46:00.000,Thu,WEEKDAY,00:02:28.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
771796,Channel O,2016-02-06,16:10:00.000,Sat,WEEKEND,00:00:51.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
771796,Supersport Live Events,2016-02-06,16:18:00.000,Sat,WEEKEND,00:00:18.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
771796,Supersport Live Events,2016-03-27,16:58:00.000,Sun,WEEKEND,00:24:10.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
771796,Supersport Live Events,2016-03-26,17:00:00.000,Sat,WEEKEND,01:44:38.000,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,male,coloured,Young Adult,Western Cape
889840,Supersport Live Events,2016-03-20,20:18:00.000,Sun,WEEKEND,00:00:00.000,Stefan ,Paradis,Stefan 463@mail.com,male,black,Young Adult,Mpumalanga
2368371,Supersport Live Events,2016-03-26,10:25:00.000,Sat,WEEKEND,00:08:12.000,Markus ,Arrieta,Markus 195@mailxyz.com,male,coloured,Adult,Western Cape
617535,Africa Magic,2016-01-11,20:08:00.000,Mon,WEEKDAY,00:00:11.000,Stefan ,Reisinger,Stefan 464@abcmail.com,male,indian_asian,Adult,Gauteng
617961,Boomerang,2016-01-31,22:06:00.000,Sun,WEEKEND,00:09:11.000,Robby ,Mosser,Robby 165@mailxyz.com,male,indian_asian,Young Adult,Mpumalanga
771797,SuperSport Blitz,2016-02-03,13:31:00.000,Wed,WEEKDAY,00:00:32.000,Randy ,Beville,Randy 395@mailxyz.com,male,None,Young Adult,Gauteng
67584,Supersport Live Events,2016-01-18,15:04:00.000,Mon,WEEKDAY,00:05:58.000,Hollis ,Caves,Hollis 383@mail.com,male,white,Adult,Western Cape
808936,Supersport Live Events,2016-03-24,12:31:00.000,Thu,WEEKDAY,00:05:50.000,Valentine ,Slane,Valentine 474@abcmail.com,male,white,Young Adult,Gauteng
808936,Supersport Live Events,2016-02-18,10:25:00.000,Thu,WEEKDAY,00:00:00.000,Valentine ,Slane,Valentine 474@abcmail.com,male,white,Young Adult,Gauteng
590480,Africa Magic,2016-01-04,16:11:00.000,Mon,WEEKDAY,00:02:47.000,Mellie ,Creager,Mellie 411@yahoo.com,female,indian_asian,Children,Western Cape
831713,Trace TV,2016-03-14,07:08:00.000,Mon,WEEKDAY,00:07:06.000,Katharina ,Condie,Katharina 265@mailxyz.com,female,black,Young Adult,North West
831713,Trace TV,2016-03-07,14:45:00.000,Mon,WEEKDAY,00:15:21.000,Katharina ,Condie,Katharina 265@mailxyz.com,female,black,Young Adult,North West
817216,ICC Cricket World Cup 2011,2016-02-24,15:57:00.000,Wed,WEEKDAY,00:02:56.000,Michel ,Marek,Michel 201@yahoo.com,male,white,Young Adult,Kwazulu Natal
817216,M-Net,2016-02-25,21:13:00.000,Thu,WEEKDAY,00:00:00.000,Michel ,Marek,Michel 201@yahoo.com,male,white,Young Adult,Kwazulu Natal
793592,Channel O,2016-03-21,12:34:00.000,Mon,WEEKDAY,01:06:21.000,None,None,Krysta 494@abcmail.com,None,None,Children,None
904063,Cartoon Network,2016-03-26,22:02:00.000,Sat,WEEKEND,00:00:17.000,Emerson ,Luthy,Emerson 241@yahoo.com,male,black,Young Adult,Gauteng
904063,Cartoon Network,2016-03-26,20:09:00.000,Sat,WEEKEND,00:00:15.000,Emerson ,Luthy,Emerson 241@yahoo.com,male,black,Young Adult,Gauteng
586459,Cartoon Network,2016-01-02,09:49:00.000,Sat,WEEKEND,00:05:10.000,Lucas ,Hier,Lucas 233@mail.com,male,black,Young Adult,Free State
